Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
671444032C,14,Variant 878,878,08.06.2016 00:00:00,07.12.2017 00:00:00,"1 year, 182 days",47264400000
68794795A9,7,Variant 39,39,26.05.2016 00:00:00,24.11.2017 00:00:00,"1 year, 182 days",47264400000
7070477632,5,Variant 1,1,11.05.2017 00:00:00,09.11.2018 00:00:00,"1 year, 182 days",47264400000
71005528DE,9,Variant 29,29,06.06.2017 00:00:00,05.12.2018 00:00:00,"1 year, 182 days",47264400000
7160534396,7,Variant 598,598,22.08.2017 00:00:00,20.02.2019 00:00:00,"1 year, 182 days",47264400000
7168559207,7,Variant 9,9,08.08.2017 00:00:00,06.02.2019 00:00:00,"1 year, 182 days",47264400000
71774180B5,9,"Variant 2,897",2897,21.08.2017 00:00:00,19.02.2019 00:00:00,"1 year, 182 days",47264400000
71966943C3,14,Variant 864,864,08.09.2017 00:00:00,09.03.2019 00:00:00,"1 year, 182 days",47264400000
7473983DDF,9,Variant 683,683,21.05.2018 00:00:00,19.11.2019 00:00:00,"1 year, 182 days",47264400000
747931914B,11,Variant 98,98,09.05.2018 00:00:00,07.11.2019 00:00:00,"1 year, 182 days",47264400000
7531190697,23,"Variant 4,081",4081,20.06.2018 00:00:00,19.12.2019 00:00:00,"1 year, 182 days",47264400000
7912608AAD,5,Variant 1,1,21.05.2019 00:00:00,18.11.2020 00:00:00,"1 year, 182 days",47264400000
7974073D32,11,Variant 853,853,17.07.2019 00:00:00,14.01.2021 00:00:00,"1 year, 182 days",47264400000
8384224086,5,Variant 51,51,30.07.2020 00:00:00,28.01.2022 00:00:00,"1 year, 182 days",47264400000
6811245130,8,Variant 32,32,30.09.2016 00:00:00,31.03.2018 00:00:00,"1 year, 182 days",47260800000
6816226F9F,10,"Variant 1,910",1910,29.09.2016 00:00:00,30.03.2018 00:00:00,"1 year, 182 days",47260800000
8042327231,13,"Variant 5,696",5696,11.10.2019 00:00:00,10.04.2021 00:00:00,"1 year, 182 days",47260800000
8284690676,9,Variant 7,7,27.04.2020 00:00:00,26.10.2021 00:00:00,"1 year, 182 days",47260800000
6540050BFB,5,Variant 1,1,13.01.2016 00:00:00,13.07.2017 00:00:00,"1 year, 181 days",47257200000
690571691D,7,Variant 5,5,15.12.2016 00:00:00,15.06.2018 00:00:00,"1 year, 181 days",47257200000
6922047DE0,5,Variant 3,3,21.12.2016 00:00:00,21.06.2018 00:00:00,"1 year, 181 days",47257200000
69322945FA,9,Variant 256,256,01.02.2017 00:00:00,02.08.2018 00:00:00,"1 year, 181 days",47257200000
69401465A7,5,Variant 3,3,09.01.2017 00:00:00,10.07.2018 00:00:00,"1 year, 181 days",47257200000
72218299D0,8,Variant 129,129,29.11.2017 00:00:00,30.05.2019 00:00:00,"1 year, 181 days",47257200000
72495104E7,6,Variant 6,6,30.10.2017 00:00:00,30.04.2019 00:00:00,"1 year, 181 days",47257200000
7320793D7C,11,"Variant 3,442",3442,20.12.2017 00:00:00,20.06.2019 00:00:00,"1 year, 181 days",47257200000
767183240B,10,"Variant 1,030",1030,14.11.2018 00:00:00,14.05.2020 00:00:00,"1 year, 181 days",47257200000
7706755769,7,Variant 9,9,20.12.2018 00:00:00,19.06.2020 00:00:00,"1 year, 181 days",47257200000
7736505DE1,9,Variant 17,17,20.12.2018 00:00:00,19.06.2020 00:00:00,"1 year, 181 days",47257200000
773844707C,5,Variant 1,1,20.12.2018 00:00:00,19.06.2020 00:00:00,"1 year, 181 days",47257200000
7797695D77,5,Variant 3,3,14.02.2019 00:00:00,14.08.2020 00:00:00,"1 year, 181 days",47257200000
8081549136,5,Variant 1,1,11.11.2019 00:00:00,11.05.2021 00:00:00,"1 year, 181 days",47257200000
8118324CE3,8,Variant 8,8,29.01.2020 00:00:00,29.07.2021 00:00:00,"1 year, 181 days",47257200000
6712997C5C,8,Variant 55,55,08.06.2016 00:00:00,06.12.2017 00:00:00,"1 year, 181 days",47178000000
7146507C21,5,Variant 3,3,14.07.2017 00:00:00,11.01.2019 00:00:00,"1 year, 181 days",47178000000
71920836A4,7,Variant 24,24,31.08.2017 00:00:00,28.02.2019 00:00:00,"1 year, 181 days",47178000000
7471274259,5,Variant 1,1,29.05.2018 00:00:00,26.11.2019 00:00:00,"1 year, 181 days",47178000000
7579849146,7,Variant 5,5,07.08.2018 00:00:00,04.02.2020 00:00:00,"1 year, 181 days",47178000000
7922327F0B,9,Variant 884,884,07.06.2019 00:00:00,04.12.2020 00:00:00,"1 year, 181 days",47178000000
8280778A2C,9,Variant 48,48,20.05.2020 00:00:00,17.11.2021 00:00:00,"1 year, 181 days",47178000000
8405298F52,7,Variant 93,93,21.09.2020 00:00:00,21.03.2022 00:00:00,"1 year, 181 days",47178000000
7208162B72,11,Variant 699,699,18.10.2017 00:00:00,17.04.2019 00:00:00,"1 year, 181 days",47174400000
7452474817,19,"Variant 3,884",3884,17.04.2018 00:00:00,15.10.2019 00:00:00,"1 year, 181 days",47174400000
80498881BA,8,Variant 92,92,16.10.2019 00:00:00,14.04.2021 00:00:00,"1 year, 181 days",47174400000
68416693DD,11,"Variant 1,981",1981,16.12.2016 00:00:00,15.06.2018 00:00:00,"1 year, 180 days",47170800000
69086259B2,9,"Variant 1,033",1033,14.12.2016 00:00:00,13.06.2018 00:00:00,"1 year, 180 days",47170800000
6926736B5D,12,Variant 434,434,29.11.2016 00:00:00,29.05.2018 00:00:00,"1 year, 180 days",47170800000
7272169FB0,8,Variant 32,32,10.11.2017 00:00:00,10.05.2019 00:00:00,"1 year, 180 days",47170800000
73030202C1,10,Variant 336,336,04.12.2017 00:00:00,03.06.2019 00:00:00,"1 year, 180 days",47170800000
7319807FCF,14,"Variant 3,435",3435,29.12.2017 00:00:00,28.06.2019 00:00:00,"1 year, 180 days",47170800000
7336961BBE,7,Variant 41,41,30.12.2017 00:00:00,29.06.2019 00:00:00,"1 year, 180 days",47170800000
7337431F98,7,Variant 2,2,30.12.2017 00:00:00,29.06.2019 00:00:00,"1 year, 180 days",47170800000
74173395C6,16,"Variant 3,748",3748,13.03.2018 00:00:00,10.09.2019 00:00:00,"1 year, 180 days",47170800000
76665648BF,11,Variant 22,22,23.11.2018 00:00:00,22.05.2020 00:00:00,"1 year, 180 days",47170800000
76782081B0,10,"Variant 4,592",4592,05.12.2018 00:00:00,03.06.2020 00:00:00,"1 year, 180 days",47170800000
7743209A33,12,"Variant 4,862",4862,07.01.2019 00:00:00,06.07.2020 00:00:00,"1 year, 180 days",47170800000
7752147A12,9,Variant 360,360,28.12.2018 00:00:00,26.06.2020 00:00:00,"1 year, 180 days",47170800000
8224812194,8,Variant 32,32,28.02.2020 00:00:00,27.08.2021 00:00:00,"1 year, 180 days",47170800000
84980848C2,6,Variant 4,4,01.12.2020 00:00:00,31.05.2022 00:00:00,"1 year, 180 days",47170800000
6714450B6A,5,Variant 1,1,03.06.2016 00:00:00,30.11.2017 00:00:00,"1 year, 180 days",47091600000
6751139026,5,Variant 1,1,01.09.2016 00:00:00,28.02.2018 00:00:00,"1 year, 180 days",47091600000
6762439D30,5,Variant 1,1,04.08.2016 00:00:00,31.01.2018 00:00:00,"1 year, 180 days",47091600000
6762475AE6,5,Variant 1,1,04.08.2016 00:00:00,31.01.2018 00:00:00,"1 year, 180 days",47091600000
6762490748,5,Variant 1,1,04.08.2016 00:00:00,31.01.2018 00:00:00,"1 year, 180 days",47091600000
6762500F86,5,Variant 1,1,04.08.2016 00:00:00,31.01.2018 00:00:00,"1 year, 180 days",47091600000
707920264B,7,Variant 2,2,17.05.2017 00:00:00,13.11.2018 00:00:00,"1 year, 180 days",47091600000
7420723E54,8,Variant 8,8,28.09.2017 00:00:00,27.03.2019 00:00:00,"1 year, 180 days",47091600000
7977773A89,19,"Variant 5,469",5469,17.07.2019 00:00:00,12.01.2021 00:00:00,"1 year, 180 days",47091600000
79900952FB,5,Variant 3,3,25.07.2019 00:00:00,20.01.2021 00:00:00,"1 year, 180 days",47091600000
8350071891,11,"Variant 6,189",6189,23.06.2020 00:00:00,20.12.2021 00:00:00,"1 year, 180 days",47091600000
653288968B,7,Variant 2,2,15.04.2016 00:00:00,12.10.2017 00:00:00,"1 year, 180 days",47088000000
7000047D83,7,Variant 2,2,04.04.2017 00:00:00,01.10.2018 00:00:00,"1 year, 180 days",47088000000
7016986806,5,Variant 1,1,28.03.2017 00:00:00,24.09.2018 00:00:00,"1 year, 180 days",47088000000
70293009DB,7,Variant 5,5,14.04.2017 00:00:00,11.10.2018 00:00:00,"1 year, 180 days",47088000000
7436842429,9,Variant 464,464,30.03.2018 00:00:00,26.09.2019 00:00:00,"1 year, 180 days",47088000000
8187151ABA,7,Variant 2,2,22.04.2020 00:00:00,19.10.2021 00:00:00,"1 year, 180 days",47088000000
8300081385,5,Variant 1,1,16.04.2019 00:00:00,12.10.2020 00:00:00,"1 year, 180 days",47088000000
87058674B8,8,"Variant 6,477",6477,23.04.2021 00:00:00,20.10.2022 00:00:00,"1 year, 180 days",47088000000
8737031A0F,9,Variant 113,113,30.04.2021 00:00:00,27.10.2022 00:00:00,"1 year, 180 days",47088000000
6574499833,10,"Variant 1,318",1318,03.02.2016 00:00:00,01.08.2017 00:00:00,"1 year, 179 days",47084400000
7313728745,6,Variant 50,50,14.02.2018 00:00:00,13.08.2019 00:00:00,"1 year, 179 days",47084400000
732491898C,5,Variant 1,1,29.12.2017 00:00:00,27.06.2019 00:00:00,"1 year, 179 days",47084400000
74060165BD,5,Variant 1,1,06.03.2018 00:00:00,02.09.2019 00:00:00,"1 year, 179 days",47084400000
7423513CB6,8,"Variant 3,770",3770,09.03.2018 00:00:00,05.09.2019 00:00:00,"1 year, 179 days",47084400000
7479220F94,6,Variant 6,6,07.12.2017 00:00:00,05.06.2019 00:00:00,"1 year, 179 days",47084400000
7735360CFF,6,Variant 28,28,14.12.2018 00:00:00,11.06.2020 00:00:00,"1 year, 179 days",47084400000
7786975F0A,11,Variant 42,42,05.02.2019 00:00:00,03.08.2020 00:00:00,"1 year, 179 days",47084400000
8078463E8C,11,"Variant 5,787",5787,12.11.2019 00:00:00,10.05.2021 00:00:00,"1 year, 179 days",47084400000
810059132A,6,Variant 14,14,02.01.2020 00:00:00,30.06.2021 00:00:00,"1 year, 179 days",47084400000
8147206713,7,Variant 151,151,18.12.2019 00:00:00,15.06.2021 00:00:00,"1 year, 179 days",47084400000
863959100A,5,Variant 1,1,01.01.2021 00:00:00,30.06.2022 00:00:00,"1 year, 179 days",47084400000
863961108B,8,Variant 36,36,01.01.2021 00:00:00,30.06.2022 00:00:00,"1 year, 179 days",47084400000
8639779B2B,5,Variant 1,1,01.01.2021 00:00:00,30.06.2022 00:00:00,"1 year, 179 days",47084400000
863978936E,6,Variant 6,6,01.01.2021 00:00:00,30.06.2022 00:00:00,"1 year, 179 days",47084400000
71905949E0,8,Variant 212,212,26.05.2017 00:00:00,21.11.2018 00:00:00,"1 year, 179 days",47005200000
755238379B,9,"Variant 4,148",4148,19.09.2018 00:00:00,16.03.2020 00:00:00,"1 year, 179 days",47005200000
7559307978,5,Variant 1,1,05.07.2018 00:00:00,31.12.2019 00:00:00,"1 year, 179 days",47005200000
788310500B,10,Variant 443,443,08.06.2019 00:00:00,03.12.2020 00:00:00,"1 year, 179 days",47005200000
7909026EB6,7,Variant 5,5,15.05.2019 00:00:00,09.11.2020 00:00:00,"1 year, 179 days",47005200000
79224379D3,10,Variant 443,443,17.07.2019 00:00:00,11.01.2021 00:00:00,"1 year, 179 days",47005200000
80160605F9,6,Variant 44,44,20.09.2019 00:00:00,17.03.2021 00:00:00,"1 year, 179 days",47005200000
8779882BD2,9,Variant 29,29,03.06.2021 00:00:00,29.11.2022 00:00:00,"1 year, 179 days",47005200000
7031731FF9,5,Variant 1,1,29.03.2017 00:00:00,24.09.2018 00:00:00,"1 year, 179 days",47001600000
75857116BE,6,Variant 20,20,18.10.2018 00:00:00,14.04.2020 00:00:00,"1 year, 179 days",47001600000
84525343B7,15,"Variant 1,057",1057,30.09.2020 00:00:00,28.03.2022 00:00:00,"1 year, 179 days",47001600000
6358350468,12,"Variant 1,183",1183,09.03.2016 00:00:00,04.09.2017 00:00:00,"1 year, 178 days",46998000000
6869548258,5,Variant 1,1,30.12.2016 00:00:00,27.06.2018 00:00:00,"1 year, 178 days",46998000000
692249606B,14,"Variant 2,219",2219,23.12.2016 00:00:00,20.06.2018 00:00:00,"1 year, 178 days",46998000000
6940173BED,5,Variant 3,3,12.01.2017 00:00:00,10.07.2018 00:00:00,"1 year, 178 days",46998000000
740378764F,5,Variant 1,1,05.03.2018 00:00:00,31.08.2019 00:00:00,"1 year, 178 days",46998000000
76461255F4,5,Variant 1,1,04.12.2018 00:00:00,31.05.2020 00:00:00,"1 year, 178 days",46998000000
7680114690,8,Variant 8,8,16.11.2018 00:00:00,13.05.2020 00:00:00,"1 year, 178 days",46998000000
772481924D,14,"Variant 4,784",4784,11.12.2018 00:00:00,07.06.2020 00:00:00,"1 year, 178 days",46998000000
7759977798,10,"Variant 4,929",4929,11.01.2019 00:00:00,08.07.2020 00:00:00,"1 year, 178 days",46998000000
7841620588,11,"Variant 5,120",5120,21.03.2019 00:00:00,15.09.2020 00:00:00,"1 year, 178 days",46998000000
81528833E3,5,Variant 3,3,19.12.2019 00:00:00,15.06.2021 00:00:00,"1 year, 178 days",46998000000
8570204412,11,"Variant 6,407",6407,23.12.2020 00:00:00,20.06.2022 00:00:00,"1 year, 178 days",46998000000
671351255C,16,"Variant 1,636",1636,06.06.2016 00:00:00,01.12.2017 00:00:00,"1 year, 178 days",46918800000
7057805CEC,7,Variant 10,10,08.05.2017 00:00:00,02.11.2018 00:00:00,"1 year, 178 days",46918800000
7093782617,20,"Variant 2,642",2642,01.06.2017 00:00:00,26.11.2018 00:00:00,"1 year, 178 days",46918800000
7217450C25,5,Variant 1,1,28.09.2017 00:00:00,25.03.2019 00:00:00,"1 year, 178 days",46918800000
72174636E1,5,Variant 1,1,28.09.2017 00:00:00,25.03.2019 00:00:00,"1 year, 178 days",46918800000
7217512F4E,5,Variant 1,1,28.09.2017 00:00:00,25.03.2019 00:00:00,"1 year, 178 days",46918800000
753991350A,23,"Variant 4,094",4094,19.06.2018 00:00:00,14.12.2019 00:00:00,"1 year, 178 days",46918800000
80322939DD,6,Variant 6,6,23.09.2019 00:00:00,19.03.2021 00:00:00,"1 year, 178 days",46918800000
8777108AA5,15,"Variant 6,515",6515,01.06.2021 00:00:00,26.11.2022 00:00:00,"1 year, 178 days",46918800000
6850015B31,9,Variant 7,7,28.10.2016 00:00:00,24.04.2018 00:00:00,"1 year, 178 days",46915200000
6982484015,9,Variant 208,208,06.04.2017 00:00:00,01.10.2018 00:00:00,"1 year, 178 days",46915200000
7129363875,9,Variant 938,938,28.04.2017 00:00:00,23.10.2018 00:00:00,"1 year, 178 days",46915200000
7871469DB2,7,Variant 2,2,11.04.2019 00:00:00,05.10.2020 00:00:00,"1 year, 178 days",46915200000
8058335C66,9,Variant 7,7,17.10.2019 00:00:00,12.04.2021 00:00:00,"1 year, 178 days",46915200000
6877758971,11,Variant 987,987,22.11.2016 00:00:00,19.05.2018 00:00:00,"1 year, 177 days",46911600000
6910526A73,6,Variant 4,4,15.12.2016 00:00:00,11.06.2018 00:00:00,"1 year, 177 days",46911600000
69923459A0,5,Variant 1,1,23.02.2017 00:00:00,20.08.2018 00:00:00,"1 year, 177 days",46911600000
7265242B5A,9,Variant 402,402,03.11.2017 00:00:00,30.04.2019 00:00:00,"1 year, 177 days",46911600000
7267937B56,8,Variant 36,36,22.12.2017 00:00:00,18.06.2019 00:00:00,"1 year, 177 days",46911600000
7294899517,10,Variant 423,423,04.12.2017 00:00:00,31.05.2019 00:00:00,"1 year, 177 days",46911600000
7322917646,11,"Variant 3,453",3453,22.12.2017 00:00:00,18.06.2019 00:00:00,"1 year, 177 days",46911600000
7338853514,10,Variant 902,902,29.12.2017 00:00:00,25.06.2019 00:00:00,"1 year, 177 days",46911600000
76986907F6,9,Variant 7,7,22.11.2018 00:00:00,18.05.2020 00:00:00,"1 year, 177 days",46911600000
7713732504,9,"Variant 4,735",4735,05.02.2019 00:00:00,01.08.2020 00:00:00,"1 year, 177 days",46911600000
7735180876,5,Variant 1,1,18.12.2018 00:00:00,13.06.2020 00:00:00,"1 year, 177 days",46911600000
86729221A6,9,Variant 294,294,19.03.2021 00:00:00,13.09.2022 00:00:00,"1 year, 177 days",46911600000
66909266CD,7,Variant 46,46,31.05.2016 00:00:00,24.11.2017 00:00:00,"1 year, 177 days",46832400000
6692392097,5,Variant 1,1,06.07.2016 00:00:00,30.12.2017 00:00:00,"1 year, 177 days",46832400000
7540235EC0,10,"Variant 4,096",4096,04.07.2018 00:00:00,28.12.2019 00:00:00,"1 year, 177 days",46832400000
7600046C5A,10,Variant 108,108,20.08.2018 00:00:00,13.02.2020 00:00:00,"1 year, 177 days",46832400000
79810055AC,7,Variant 5,5,23.07.2019 00:00:00,15.01.2021 00:00:00,"1 year, 177 days",46832400000
684332064F,11,"Variant 1,988",1988,27.10.2016 00:00:00,22.04.2018 00:00:00,"1 year, 177 days",46828800000
7012399EB4,11,Variant 393,393,04.04.2017 00:00:00,28.09.2018 00:00:00,"1 year, 177 days",46828800000
745278049D,14,"Variant 3,885",3885,16.04.2018 00:00:00,10.10.2019 00:00:00,"1 year, 177 days",46828800000
7878543B59,9,Variant 12,12,23.04.2019 00:00:00,16.10.2020 00:00:00,"1 year, 177 days",46828800000
8636934F65,5,Variant 1,1,30.03.2021 00:00:00,23.09.2022 00:00:00,"1 year, 177 days",46828800000
8636950C9A,5,Variant 1,1,30.03.2021 00:00:00,23.09.2022 00:00:00,"1 year, 177 days",46828800000
6841677A75,10,"Variant 1,982",1982,16.12.2016 00:00:00,11.06.2018 00:00:00,"1 year, 176 days",46825200000
68862476CA,5,Variant 1,1,16.12.2016 00:00:00,11.06.2018 00:00:00,"1 year, 176 days",46825200000
6905524AAB,7,Variant 2,2,13.12.2016 00:00:00,08.06.2018 00:00:00,"1 year, 176 days",46825200000
6911758323,10,"Variant 2,188",2188,12.12.2017 00:00:00,07.06.2019 00:00:00,"1 year, 176 days",46825200000
7026572EA2,6,Variant 25,25,10.03.2017 00:00:00,03.09.2018 00:00:00,"1 year, 176 days",46825200000
7403164432,10,"Variant 3,712",3712,07.03.2018 00:00:00,31.08.2019 00:00:00,"1 year, 176 days",46825200000
7708295E40,10,"Variant 4,704",4704,18.12.2018 00:00:00,12.06.2020 00:00:00,"1 year, 176 days",46825200000
77492080BE,6,Variant 4,4,20.03.2019 00:00:00,12.09.2020 00:00:00,"1 year, 176 days",46825200000
7751945362,16,"Variant 4,907",4907,28.12.2018 00:00:00,22.06.2020 00:00:00,"1 year, 176 days",46825200000
78486628C5,11,Variant 876,876,28.03.2019 00:00:00,20.09.2020 00:00:00,"1 year, 176 days",46825200000
8049052FD2,8,Variant 8,8,19.11.2019 00:00:00,14.05.2021 00:00:00,"1 year, 176 days",46825200000
81392219A4,5,Variant 3,3,07.01.2020 00:00:00,02.07.2021 00:00:00,"1 year, 176 days",46825200000
8145007069,6,Variant 4,4,10.01.2020 00:00:00,05.07.2021 00:00:00,"1 year, 176 days",46825200000
8191509711,5,Variant 1,1,03.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 176 days",46825200000
81955394BB,5,Variant 1,1,04.02.2020 00:00:00,30.07.2021 00:00:00,"1 year, 176 days",46825200000
8762356CE8,5,Variant 1,1,19.02.2020 00:00:00,14.08.2021 00:00:00,"1 year, 176 days",46825200000
6653276909,7,Variant 5,5,01.06.2016 00:00:00,24.11.2017 00:00:00,"1 year, 176 days",46746000000
673700720D,7,Variant 5,5,27.06.2016 00:00:00,20.12.2017 00:00:00,"1 year, 176 days",46746000000
7495288B51,5,Variant 1,1,21.05.2018 00:00:00,13.11.2019 00:00:00,"1 year, 176 days",46746000000
7920723365,15,"Variant 5,309",5309,05.06.2019 00:00:00,27.11.2020 00:00:00,"1 year, 176 days",46746000000
7946171BBD,11,"Variant 1,146",1146,26.06.2019 00:00:00,18.12.2020 00:00:00,"1 year, 176 days",46746000000
79462046FA,11,"Variant 1,146",1146,26.06.2019 00:00:00,18.12.2020 00:00:00,"1 year, 176 days",46746000000
7986558C25,8,Variant 16,16,24.07.2019 00:00:00,15.01.2021 00:00:00,"1 year, 176 days",46746000000
7995327091,5,Variant 1,1,07.08.2019 00:00:00,29.01.2021 00:00:00,"1 year, 176 days",46746000000
8397106714,8,Variant 58,58,11.08.2020 00:00:00,03.02.2022 00:00:00,"1 year, 176 days",46746000000
7234923F51,12,"Variant 3,091",3091,16.10.2017 00:00:00,10.04.2019 00:00:00,"1 year, 176 days",46742400000
78615872D3,11,Variant 754,754,03.04.2019 00:00:00,25.09.2020 00:00:00,"1 year, 176 days",46742400000
7886265FBD,5,Variant 1,1,30.04.2019 00:00:00,22.10.2020 00:00:00,"1 year, 176 days",46742400000
8037495EAF,8,Variant 8,8,16.10.2019 00:00:00,09.04.2021 00:00:00,"1 year, 176 days",46742400000
6629373BA7,5,Variant 1,1,08.02.2017 00:00:00,03.08.2018 00:00:00,"1 year, 175 days",46738800000
685994802D,11,"Variant 2,039",2039,03.02.2017 00:00:00,29.07.2018 00:00:00,"1 year, 175 days",46738800000
6889609D31,9,Variant 972,972,30.11.2016 00:00:00,25.05.2018 00:00:00,"1 year, 175 days",46738800000
6922793581,8,Variant 576,576,02.01.2017 00:00:00,27.06.2018 00:00:00,"1 year, 175 days",46738800000
72510202FF,5,Variant 1,1,18.01.2018 00:00:00,13.07.2019 00:00:00,"1 year, 175 days",46738800000
